path	organism	taxa1	taxa2	taxa3	GenomeSize	Coding	GeneSize	AlternativeSplicingRatio
GCF_000014945.1_ASM1494v1	Methanothrix thermoacetophila PT	Archaea	Archaea	Archaea	1879471	1563762	1582851	1.00232
GCF_000970325.1_ASM97032v1	Methanococcoides methylutens MM1	Archaea	Archaea	Archaea	2394636	2035347	2058067	1.00074
GCF_000734035.1_ASM73403v1	Archaeoglobus fulgidus DSM 8774	Archaea	Archaea	Archaea	2316287	2079829	2101477	1.00499
GCF_005310945.1_ASM531094v1	Haloarcula marismortui ATCC 43049	Archaea	Archaea	Archaea	4184924	3512830	3546357	1.00087
GCF_000069025.1_ASM6902v1	Halobacterium salinarum R1	Archaea	Archaea	Archaea	2668776	2308171	2322595	1.00106
GCF_000025685.1_ASM2568v1	Haloferax volcanii DS2	Archaea	Archaea	Archaea	4012900	3373207	3393934	1.00071
GCF_000022205.1_ASM2220v1	Halorubrum lacusprofundi ATCC 49239	Archaea	Archaea	Archaea	3692576	3063443	3088514	1.00076
GCF_000685635.1_ASM68563v1	Haloferax mediterranei ATCC 33500	Archaea	Archaea	Archaea	3906699	3102866	3122631	1.00072
GCF_000026045.1_ASM2604v1	Natronomonas pharaonis DSM 2160	Archaea	Archaea	Archaea	2749696	2445298	2459453	1.00099
GCF_000275605.1_ASM27560v1	Pyrococcus furiosus COM1	Archaea	Archaea	Archaea	1909827	1687761	1706663	1.00407
GCF_002214365.1_ASM221436v1	Thermococcus celer Vu 13 = JCM 8558	Archaea	Archaea	Archaea	1866819	1660612	1676633	1.00298
GCF_000246985.2_ASM24698v3	Thermococcus litoralis DSM 5473	Archaea	Archaea	Archaea	2215172	1917886	1935671	1.00329
GCF_000015225.1_ASM1522v1	Thermofilum pendens Hrk 5	Archaea	Archaea	Archaea	1813393	1633597	1650252	1.00305
GCF_000253055.1_ASM25305v1	Thermoproteus tenax Kra 1	Archaea	Archaea	Archaea	1841542	1611896	1630091	1.00438
GCF_000186365.1_ASM18636v1	Desulfurococcus mucosus DSM 2162	Archaea	Archaea	Archaea	1314639	1167924	1182232	1.00302
GCF_000015205.1_ASM1520v1	Pyrobaculum islandicum DSM 4184	Archaea	Archaea	Archaea	1826402	1562028	1580537	1.00464
GCF_000015945.1_ASM1594v1	Staphylothermus marinus F1	Archaea	Archaea	Archaea	1570485	1378288	1394546	1.00259
GCF_009729015.1_ASM972901v1	Acidianus ambivalens	Archaea	Archaea	Archaea	2252027	1959553	1984349	1.00559
GCF_002215405.1_ASM221540v1	Sulfolobus acidocaldarius	Archaea	Archaea	Archaea	2171591	1890965	1911342	1.0047
GCF_019175305.1_ASM1917530v1	Saccharolobus shibatae	Archaea	Archaea	Archaea	2791785	2304746	2328738	1.00522
GCF_003852115.1_ASM385211v1	Saccharolobus solfataricus	Archaea	Archaea	Archaea	2707507	2174526	2196986	1.00491
GCF_000195915.1_ASM19591v1	Thermoplasma acidophilum DSM 1728	Archaea	Archaea	Archaea	1564906	1355319	1369381	1.00267
GCF_000243255.1_ASM24325v1	Methanoplanus limicola DSM 2279	Archaea	Archaea	Archaea	3200946	2710095	2727262	1.00154
GCF_902384015.1_UHGG_MGYG-HGUT-02164	Methanosphaera stadtmanae	Archaea	Archaea	Archaea	1767403	1481140	1506067	1.00064
GCF_000007185.1_ASM718v1	Methanopyrus kandleri AV19	Archaea	Archaea	Archaea	1694969	1506675	1526502	1.0058
GCF_000196655.1_ASM19665v1	Methanohalobium evestigatum Z-7303	Archaea	Archaea	Archaea	2406232	2009454	2027738	1.00107
GCF_000317415.1_Csi_valencia_1.0	Citrus sinensis	Flowering plants	Flowering plants	Viridiplantae	327829540	33111183	106315700	1.70764
GCF_000150955.2_ASM15095v2	Phaeodactylum tricornutum CCAP 1055/1	Diatoms	Unicellular Eukaryotes	Unicellular Eukaryotes	27450724	14479748	16986500	1.00223
GCF_000002595.2_Chlamydomonas_reinhardtii_v5.5	Chlamydomonas reinhardtii	Green algae	Green algae	Viridiplantae	111098438	39006685	94746498	1.1028
GCF_003573695.1_ASM357369v1	Papaver somniferum	Flowering plants	Flowering plants	Viridiplantae	2715530335	77637628	237341132	1.38525
GCF_900626175.2_cs10	Cannabis sativa	Flowering plants	Flowering plants	Viridiplantae	876147649	33267623	102851703	1.38334
GCF_007990345.1_Gossypium_hirsutum_v2.1	Gossypium hirsutum	Flowering plants	Flowering plants	Viridiplantae	2306070423	86013643	282573789	1.75818
GCF_000208745.1_Criollo_cocoa_genome_V2	Theobroma cacao	Flowering plants	Flowering plants	Viridiplantae	324879930	29629785	89490340	1.50495
GCF_000004075.3_Cucumber_9930_V3	Cucumis sativus	Flowering plants	Flowering plants	Viridiplantae	226640966	27060588	100346657	1.62106
GCF_002806865.1_ASM280686v2	Cucurbita pepo subsp. pepo	Flowering plants	Flowering plants	Viridiplantae	261354759	38671734	121390260	1.57342
GCF_000002775.4_Pop_tri_v3	Populus trichocarpa	Flowering plants	Flowering plants	Viridiplantae	434289848	44242578	138860196	1.73948
GCF_000001735.4_TAIR10.1	Arabidopsis thaliana	Flowering plants	Flowering plants	Viridiplantae	119668634	33644034	68379798	1.86191
GCF_000686985.2_Bra_napus_v2.0	Brassica napus	Flowering plants	Flowering plants	Viridiplantae	976190593	117326440	257534869	1.30531
GCF_000309985.2_CAAS_Brap_v3.01	Brassica rapa	Flowering plants	Flowering plants	Viridiplantae	352983092	52290192	178655041	1.52719
GCF_000695525.1_BOL	Brassica oleracea var. oleracea	Flowering plants	Flowering plants	Viridiplantae	488954160	52993649	115626581	1.3258
GCF_002114115.1_ASM211411v1	Malus domestica	Flowering plants	Flowering plants	Viridiplantae	703358299	47476150	155801935	1.52251
GCF_902201215.1_ALMONDv2	Prunus dulcis	Flowering plants	Flowering plants	Viridiplantae	227756880	31950896	85612334	1.53834
GCF_000346465.2_Prunus_persica_NCBIv2	Prunus persica	Flowering plants	Flowering plants	Viridiplantae	227569171	32154571	88723323	1.4885
GCF_003086295.2_arahy.Tifrunner.gnm1.KYV3	Arachis hypogaea	Flowering plants	Flowering plants	Viridiplantae	2557073284	85853219	281664077	1.60359
GCF_000340665.1_C.cajan_V1.0	Cajanus cajan	Flowering plants	Flowering plants	Viridiplantae	592970700	37575835	136568380	1.50867
GCF_000331145.1_ASM33114v1	Cicer arietinum	Flowering plants	Flowering plants	Viridiplantae	530893862	32768583	114552790	1.51052
GCF_000004515.6_Glycine_max_v4.0	Glycine max	Flowering plants	Flowering plants	Viridiplantae	978941695	60984356	220770391	1.68141
GCF_004193775.1_ASM419377v2	Glycine soja	Flowering plants	Flowering plants	Viridiplantae	1013766566	61404293	218929258	1.56963
GCF_001865875.1_LupAngTanjil_v1.0	Lupinus angustifolius	Flowering plants	Flowering plants	Viridiplantae	609203021	45297133	163604348	1.68989
GCF_003473485.1_MtrunA17r5.0-ANR	Medicago truncatula	Flowering plants	Flowering plants	Viridiplantae	430008013	43564905	138668011	1.40537
GCF_000499845.1_PhaVulg1_0	Phaseolus vulgaris	Flowering plants	Flowering plants	Viridiplantae	521076696	34518933	101590365	1.18842
GCF_001190045.1_Vigan1.1	Vigna angularis	Flowering plants	Flowering plants	Viridiplantae	467300602	35581723	119168093	1.48971
GCF_004118075.1_ASM411807v1	Vigna unguiculata	Flowering plants	Flowering plants	Viridiplantae	519066764	38586776	122607828	1.52702
GCF_001625215.1_ASM162521v1	Daucus carota subsp. sativus	Flowering plants	Flowering plants	Viridiplantae	421539040	44632977	145878166	1.42669
GCF_000710875.1_Pepper_Zunla_1_Ref_v1.0	Capsicum annuum	Flowering plants	Flowering plants	Viridiplantae	2935884163	37678349	228419299	1.52617
GCF_002742605.1_O_europaea_v1	Olea europaea var. sylvestris	Flowering plants	Flowering plants	Viridiplantae	1141145264	47059783	186015988	1.55185
GCF_000512975.1_S_indicum_v1.0	Sesamum indicum	Flowering plants	Flowering plants	Viridiplantae	275059498	32285115	101803331	1.53855
GCF_002127325.2_HanXRQr2.0-SUNRISE	Helianthus annuus	Flowering plants	Flowering plants	Viridiplantae	3010047587	71451821	283484943	1.34893
GCF_001531365.1_CcrdV1	Cynara cardunculus var. scolymus	Flowering plants	Flowering plants	Viridiplantae	725197765	34775074	135921060	1.63136
GCF_001433935.1_IRGSP-1.0	Oryza sativa Japonica Group	Flowering plants	Flowering plants	Viridiplantae	374422835	38709703	126407143	1.55753
GCF_000231095.2_ObraRS2	Oryza brachyantha	Flowering plants	Flowering plants	Viridiplantae	263329681	32015864	95518826	1.32868
GCF_000263155.2_Setaria_italica_v2.0	Setaria italica	Flowering plants	Flowering plants	Viridiplantae	405868399	36802765	107081182	1.37367
GCF_005286985.1_Setaria_viridis_v2.0	Setaria viridis	Flowering plants	Flowering plants	Viridiplantae	395869604	37358586	112948482	1.48835
GCF_000003195.3_Sorghum_bicolor_NCBIv3	Sorghum bicolor	Flowering plants	Flowering plants	Viridiplantae	709344700	37671754	124987227	1.45228
GCF_902167145.1_Zm-B73-REFERENCE-NAM-5.0	Zea mays	Flowering plants	Flowering plants	Viridiplantae	2182786008	42613041	194344441	1.84647
GCF_001540865.1_ASM154086v1	Ananas comosus	Flowering plants	Flowering plants	Viridiplantae	382055938	29580726	129321866	1.69657
GCF_000313855.2_ASM31385v2	Musa acuminata subsp. malaccensis	Flowering plants	Flowering plants	Viridiplantae	472231289	40033476	169671620	1.65676
GCF_001876935.1_Aspof.V1	Asparagus officinalis	Flowering plants	Flowering plants	Viridiplantae	1187538024	32372241	213557127	1.43329
GCF_000002945.1_ASM294v2	Schizosaccharomyces pombe	Fungi	Fungi	Fungi	12591251	7148234	12978493	1.00037
GCF_003054445.1_ASM305444v1	Pichia kudriavzevii	Fungi	Fungi	Fungi	10812555	7915410	7997517	1.00005
GCF_001417885.1_Kmar_1.0	Kluyveromyces marxianus DMKU3-1042	Fungi	Fungi	Fungi	10966467	7456114	7554001	1.00137
GCF_000209165.1_ASM20916v1	Scheffersomyces stipitis CBS 6054	Fungi	Fungi	Fungi	15441179	8597352	9464343	1.00001
GCF_000146045.2_R64	Saccharomyces cerevisiae S288C	Fungi	Fungi	Fungi	12157105	8740434	9033267	1.00842
GCF_000243375.1_ASM24337v1	Torulaspora delbrueckii	Fungi	Fungi	Fungi	9220678	7248690	7308687	1.00007
GCF_000002525.2_ASM252v1	Yarrowia lipolytica CLIB122	Fungi	Fungi	Fungi	20551005	9430576	9864010	1.00008
GCF_000026365.1_ASM2636v1	Zygosaccharomyces rouxii	Fungi	Fungi	Fungi	9764635	7436797	7508651	1.00005
GCF_000006445.2_ASM644v2	Debaryomyces hansenii CBS767	Fungi	Fungi	Fungi	12181948	9028117	9123921	1.00027
GCF_011074885.1_ASM1107488v2	Brettanomyces bruxellensis	Fungi	Fungi	Fungi	13150648	8169514	8317204	1.00000
GCF_014117465.1_ASM1411746v1	Aspergillus flavus NRRL3357	Fungi	Fungi	Fungi	36995582	18286168	20855450	1.0001
GCF_000184455.2_ASM18445v3	Aspergillus oryzae RIB40	Fungi	Fungi	Fungi	37912014	16256869	19094501	1.00000
GCF_900079805.1_Fusarium_fujikuroi_IMI58289_V2	Fusarium fujikuroi IMI 58289	Fungi	Fungi	Fungi	43832314	21542646	23451908	1.00000
GCF_000182925.2_NC12	Neurospora crassa OR74A	Fungi	Fungi	Fungi	41102378	14896546	23873034	1.13458
GCF_000149385.1_ASM14938v1	Cryptococcus neoformans var. neoformans B-3501A	Fungi	Fungi	Fungi	19699782	10546316	12790869	1.01193
GCF_000328475.2_Umaydis521_2.0	Ustilago maydis 521	Fungi	Fungi	Fungi	19664356	11986659	12439070	1.00191
GCF_000182965.3_ASM18296v3	Candida albicans SC5314	Fungi	Fungi	Fungi	14282666	8928723	9049178	1.00228
GCF_000149955.1_ASM14995v2	Fusarium oxysporum f. sp. lycopersici 4287	Fungi	Fungi	Fungi	61386934	26198590	39530267	1.36216
GCF_000240135.3_ASM24013v3	Fusarium graminearum PH-1	Fungi	Fungi	Fungi	36458046	17807489	21178689	1.00000
GCF_000002845.2_ASM284v2	Leishmania braziliensis MHOM/BR/75/M2904	Kinetoplastids	Unicellular Eukaryotes	Unicellular Eukaryotes	32068771	15287869	15313669	1.00000
GCF_000227135.1_ASM22713v2	Leishmania donovani	Kinetoplastids	Unicellular Eukaryotes	Unicellular Eukaryotes	32444968	14618812	14639693	1.01074
GCF_000002725.2_ASM272v2	Leishmania major strain Friedlin	Kinetoplastids	Unicellular Eukaryotes	Unicellular Eukaryotes	32855089	15710352	15893333	1.00000
GCF_000234665.1_ASM23466v4	Leishmania mexicana MHOM/GT/2001/U1103	Kinetoplastids	Unicellular Eukaryotes	Unicellular Eukaryotes	32108741	15380241	15392193	1.00000
GCF_000002875.2_ASM287v2	Leishmania infantum JPCM5	Kinetoplastids	Unicellular Eukaryotes	Unicellular Eukaryotes	32122061	15454721	15479700	1.00000
GCF_000755165.1_ASM75516v1	Leishmania panamensis	Kinetoplastids	Unicellular Eukaryotes	Unicellular Eukaryotes	30688794	14542185	14646165	1.00000
GCF_000002445.2_ASM244v1	Trypanosoma brucei brucei TREU927	Kinetoplastids	Unicellular Eukaryotes	Unicellular Eukaryotes	26075494	13178717	13297297	1.00000
GCF_000165345.1_ASM16534v1	Cryptosporidium parvum Iowa II	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	9102324	6820333	6865412	1.00019
GCF_000006565.2_TGA4	Toxoplasma gondii ME49	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	65668120	19978213	49682087	1.00013
GCF_900002375.2_GCA_900002375	Plasmodium berghei ANKA	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	18777064	10221517	11501610	1.00151
GCF_900002335.2_PCHAS01	Plasmodium chabaudi chabaudi	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	18867781	10430376	11703183	1.00002
GCF_000321355.1_PcynB_1.0	Plasmodium cynomolgi strain B	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	26181343	9854349	12618317	1.00016
GCF_000002765.5_GCA_000002765	Plasmodium falciparum 3D7	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	23326872	12192027	13720405	1.0096
GCF_000006355.2_GCA_000006355.2	Plasmodium knowlesi strain H	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	24395979	11653859	14292165	1.00002
GCF_001601855.1_ASM160185v1	Plasmodium reichenowi	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	20501737	11085459	12405630	1.00843
GCF_000002415.2_ASM241v2	Plasmodium vivax	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	27013691	11249691	14111735	1.00003
GCF_900090045.1_PmUG01	Plasmodium malariae	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	33612066	12419473	14633431	1.00002
GCF_900681995.1_PVVCY_v1	Plasmodium vinckei vinckei	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	18374234	10185831	11431909	1.00001
GCF_900002385.2_GCA_900002385	Plasmodium yoelii	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	23078472	11369571	13006201	1.00046
GCF_000165395.1_ASM16539v1	Babesia bovis T2Bo	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	8179706	5569420	6182463	1.00012
GCF_000981445.1_Bbig001	Babesia bigemina	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	13840936	8617888	9179494	1.00355
GCF_000691945.2_ASM69194v2	Babesia microti strain RI	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	6434485	4745434	5301884	1.0005
GCF_000342415.1_JCVI-bewag-v1.1	Theileria equi strain WA	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	11674479	7837366	8970888	1.00001
GCF_000003225.4_ASM322v1	Theileria annulata	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	8358125	6077488	6842476	1.00005
GCF_000165365.1_ASM16536v1	Theileria parva strain Muguga	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	8347606	5690565	6851609	1.00016
GCF_000091225.1_ASM9122v1	Encephalitozoon cuniculi GB-M1	Fungi	Fungi	Fungi	2497519	2140034	2167121	1.00674
GCF_000004555.2_CB4	Caenorhabditis briggsae	Nematodes	Nematodes	Invertebrate animals	108384165	26009996	59742671	1.00316
GCF_000002985.6_WBcel235	Caenorhabditis elegans	Nematodes	Nematodes	Invertebrate animals	100286401	24647801	77221636	1.63006
GCF_002022765.2_C_virginica-3.0	Crassostrea virginica	Molluscs	Molluscs	Invertebrate animals	684741128	56975671	420426653	2.05983
GCF_902652985.1_xPecMax1.1	Pecten maximus	Molluscs	Molluscs	Invertebrate animals	918306378	42492712	508723002	1.69573
GCF_015228065.1_NSTDA_Pmon_1	Penaeus monodon	Arthropods	Arthropods	Invertebrate animals	2394347767	31983943	433970175	1.58908
GCF_013339725.1_ASM1333972v1	Rhipicephalus microplus	Arthropods	Arthropods	Invertebrate animals	2529930304	26237946	785046529	1.37319
GCF_005508785.1_pea_aphid_22Mar2018_4r6ur	Acyrthosiphon pisum	Arthropods	Arthropods	Invertebrate animals	541137574	24755514	233690468	1.87816
GCF_000002335.3_Tcas5.2	Tribolium castaneum	Arthropods	Arthropods	Invertebrate animals	165944485	20383282	116383324	2.20513
GCF_014905235.1_Bmori_2016v1.0	Bombyx mori	Arthropods	Arthropods	Invertebrate animals	460349660	23048956	306141687	2.44289
GCF_011064685.1_ZJU_Sfru_1.0	Spodoptera frugiperda	Arthropods	Arthropods	Invertebrate animals	486287157	30218657	320171652	1.9925
GCF_003590095.1_tn1	Trichoplusia ni	Arthropods	Arthropods	Invertebrate animals	368211209	24466198	221377869	1.83512
GCF_014839805.1_JHU_Msex_v1.0	Manduca sexta	Arthropods	Arthropods	Invertebrate animals	470036997	24809719	268190839	1.81815
GCF_002204515.2_AaegL5.0	Aedes aegypti	Arthropods	Arthropods	Invertebrate animals	1278732104	24184000	702514384	2.50202
GCF_000005575.2_AgamP3	Anopheles gambiae str. PEST	Arthropods	Arthropods	Invertebrate animals	265027044	19833745	75443061	1.1168
GCF_013758885.1_VT_AalbS3_pri_1.0	Anopheles albimanus	Arthropods	Arthropods	Invertebrate animals	172602732	21883734	124417682	2.71508
GCF_016920715.1_AaraD3	Anopheles arabiensis	Arthropods	Arthropods	Invertebrate animals	256823338	23134945	160181604	2.63703
GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal	Culex quinquefasciatus	Arthropods	Arthropods	Invertebrate animals	573230032	25111949	341235676	1.95626
GCF_017639315.1_ASM1763931v2	Drosophila ananassae	Arthropods	Arthropods	Invertebrate animals	213817545	24392569	111999232	2.4932
GCF_004382145.1_ASM438214v1	Drosophila mauritiana	Arthropods	Arthropods	Invertebrate animals	152313266	22883196	87352700	2.12507
GCF_003369915.1_D.miranda_PacBio2.1	Drosophila miranda	Arthropods	Arthropods	Invertebrate animals	287096000	29238526	133916963	2.29153
GCF_009870125.1_UCI_Dpse_MV25	Drosophila pseudoobscura	Arthropods	Arthropods	Invertebrate animals	163282969	23879805	104017078	2.60374
GCF_004382195.1_ASM438219v1	Drosophila sechellia	Arthropods	Arthropods	Invertebrate animals	154170815	23105285	89415805	2.19443
GCF_016746395.2_Prin_Dsim_3.1	Drosophila simulans	Arthropods	Arthropods	Invertebrate animals	131663590	23179391	92380652	2.52546
GCF_008121235.1_UCBerk_Dsub_1.0	Drosophila subobscura	Arthropods	Arthropods	Invertebrate animals	126248017	22511408	88271254	2.1831
GCF_016746235.2_Prin_Dtei_1.1	Drosophila teissieri	Arthropods	Arthropods	Invertebrate animals	149494471	23400649	89543510	1.98662
GCF_016746365.2_Prin_Dyak_Tai18E2_2.1	Drosophila yakuba	Arthropods	Arthropods	Invertebrate animals	147899117	23275796	97684928	2.56081
GCF_009650485.1_drosAlbom15112-1751.03v1	Drosophila albomicans	Arthropods	Arthropods	Invertebrate animals	165846275	22634737	104120527	2.11701
GCF_009193385.2_Nvit_psr_1.1	Nasonia vitripennis	Arthropods	Arthropods	Invertebrate animals	297309692	22720092	230422263	3.12278
GCF_003254395.2_Amel_HAv3.1	Apis mellifera	Arthropods	Arthropods	Invertebrate animals	225250884	18274138	185146880	3.12853
GCF_902459465.1_eAstRub1.3	Asterias rubens	Echinoderms	Echinoderms	Invertebrate animals	417601740	29735007	273042677	1.72416
GCF_018143015.1_Lvar_3.0	Lytechinus variegatus	Echinoderms	Echinoderms	Invertebrate animals	869598128	41175857	474550314	1.78799
GCF_010645085.1_ASM1064508v1	Acipenser ruthenus	Actinoperi	Actinoperi	Vertebrate animals	1830501248	61840882	952715132	2.15358
GCF_017654505.1_ASM1765450v1	Polyodon spathula	Actinoperi	Actinoperi	Vertebrate animals	1542083420	54136686	809704846	2.43148
GCF_000242695.1_LepOcu1	Lepisosteus oculatus	Actinoperi	Actinoperi	Vertebrate animals	945878036	32906142	575498254	2.65533
GCF_013347855.1_fAngAng1.pri	Anguilla anguilla	Actinoperi	Actinoperi	Vertebrate animals	979045926	47873400	650855720	2.6952
GCF_900700415.2_Ch_v2.0.2	Clupea harengus	Actinoperi	Actinoperi	Vertebrate animals	786325606	46134834	460613282	2.17228
GCF_000002035.6_GRCz11	Danio rerio	Actinoperi	Actinoperi	Vertebrate animals	1679203469	55852827	1041480376	2.14752
GCF_003368295.1_ASM336829v1	Carassius auratus	Actinoperi	Actinoperi	Vertebrate animals	1820635050	91103207	960014513	2.29225
GCF_018340385.1_ASM1834038v1	Cyprinus carpio	Actinoperi	Actinoperi	Vertebrate animals	1680134903	75530705	888950486	2.19633
GCF_000372685.2_Astyanax_mexicanus-2.0	Astyanax mexicanus	Actinoperi	Actinoperi	Vertebrate animals	1335239194	44352784	746402833	1.97865
GCF_001660625.1_IpCoco_1.2	Ictalurus punctatus	Actinoperi	Actinoperi	Vertebrate animals	783274721	40707586	524529667	2.45118
GCF_013358815.1_fEleEle1.pri	Electrophorus electricus	Actinoperi	Actinoperi	Vertebrate animals	589358956	40754630	363697252	2.39137
GCF_011004845.1_fEsoLuc1.pri	Esox lucius	Actinoperi	Actinoperi	Vertebrate animals	918748614	45784675	568776343	2.87836
GCF_012931545.1_Oket_V1	Oncorhynchus keta	Actinoperi	Actinoperi	Vertebrate animals	1853104330	58495575	839744870	2.09207
GCF_002021735.2_Okis_V2	Oncorhynchus kisutch	Actinoperi	Actinoperi	Vertebrate animals	2375911593	75366243	1235578634	2.60476
GCF_013265735.2_USDA_OmykA_1.1	Oncorhynchus mykiss	Actinoperi	Actinoperi	Vertebrate animals	2341688614	77869096	1327053491	2.83175
GCF_006149115.1_Oner_1.0	Oncorhynchus nerka	Actinoperi	Actinoperi	Vertebrate animals	1927141915	62918607	905406745	2.11594
GCF_901001165.1_fSalTru1.1	Salmo trutta	Actinoperi	Actinoperi	Vertebrate animals	2371880186	76228575	1247768395	2.49521
GCF_016432855.1_SaNama_1.0	Salvelinus namaycush	Actinoperi	Actinoperi	Vertebrate animals	2345513378	67351706	979200188	1.53943
GCF_902167405.1_gadMor3.0	Gadus morhua	Actinoperi	Actinoperi	Vertebrate animals	669966409	43388628	404563168	2.25576
GCF_011125445.2_MU-UCD_Fhet_4.1	Fundulus heteroclitus	Actinoperi	Actinoperi	Vertebrate animals	1203505739	47184055	698928238	2.25404
GCF_000633615.1_Guppy_female_1.0_MT	Poecilia reticulata	Actinoperi	Actinoperi	Vertebrate animals	731622281	40593503	485670651	2.36353
GCF_002775205.1_X_maculatus-5.0-male	Xiphophorus maculatus	Actinoperi	Actinoperi	Vertebrate animals	704321165	42890525	470359378	2.3367
GCF_003331165.1_Xiphophorus_hellerii-4.1	Xiphophorus hellerii	Actinoperi	Actinoperi	Vertebrate animals	732906125	43663608	514837230	2.42266
GCF_002234675.1_ASM223467v1	Oryzias latipes	Actinoperi	Actinoperi	Vertebrate animals	734057086	40953839	472340200	2.55892
GCF_009769545.1_fCycLum1.pri	Cyclopterus lumpus	Actinoperi	Actinoperi	Vertebrate animals	572885595	39381017	338713766	2.01036
GCF_001858045.2_O_niloticus_UMD_NMBU	Oreochromis niloticus	Actinoperi	Actinoperi	Vertebrate animals	1005681550	51491190	622111726	2.52392
GCF_900246225.1_fAstCal1.2	Astatotilapia calliptera	Actinoperi	Actinoperi	Vertebrate animals	880445564	47369338	522493032	2.57926
GCF_004354835.1_PFLA_1.0	Perca flavescens	Actinoperi	Actinoperi	Vertebrate animals	877456336	42490795	549828514	2.06004
GCF_010015445.1_GENO_Pfluv_1.0	Perca fluviatilis	Actinoperi	Actinoperi	Vertebrate animals	951345774	44598330	612012804	2.44234
GCF_900880675.1_fSpaAur1.1	Sparus aurata	Actinoperi	Actinoperi	Vertebrate animals	833595063	46770388	544988111	2.56284
GCF_904848185.1_fAcaLat1.1	Acanthopagrus latus	Actinoperi	Actinoperi	Vertebrate animals	685144197	44470036	508230708	2.76786
GCF_914725855.1_fThuAlb1.1	Thunnus albacares	Actinoperi	Actinoperi	Vertebrate animals	792101331	45503961	559402026	2.35989
GCF_910596095.1_fThuMac1.1	Thunnus maccoyii	Actinoperi	Actinoperi	Vertebrate animals	782423979	45286117	544766676	2.32584
GCF_016859285.1_ASM1685928v1	Xiphias gladius	Actinoperi	Actinoperi	Vertebrate animals	691780295	39765982	439692309	2.33526
GCF_009819705.1_fHipHip1.pri	Hippoglossus hippoglossus	Actinoperi	Actinoperi	Vertebrate animals	596792615	41046183	422018932	2.6761
GCF_017654675.1_Xenopus_laevis_v10.1	Xenopus laevis	Amphibians	Amphibians	Vertebrate animals	2742469346	59526819	1338839204	2.65578
GCF_000004195.4_UCB_Xtro_10.0	Xenopus tropicalis	Amphibians	Amphibians	Vertebrate animals	1451301209	37637267	764075849	2.55134
GCF_905171765.1_aBufBuf1.1	Bufo bufo	Amphibians	Amphibians	Vertebrate animals	5044744194	36630343	1747622359	2.21583
GCF_905171775.1_aRanTem1.1	Rana temporaria	Amphibians	Amphibians	Vertebrate animals	4111422596	40939114	1909226717	2.16916
GCF_015476345.1_ZJU1.0	Anas platyrhynchos	Aves	Aves	Vertebrate animals	1188533289	30500005	733226250	3.26506
GCF_009769625.2_bCygOlo1.pri.v2	Cygnus olor	Aves	Aves	Vertebrate animals	1134186642	29785789	709103668	3.53963
GCF_011077185.1_BPBGC_Ojam_1.0	Oxyura jamaicensis	Aves	Aves	Vertebrate animals	1147585764	29140822	686253766	3.07601
GCF_900496995.4_bAquChr1.4	Aquila chrysaetos chrysaetos	Aves	Aves	Vertebrate animals	1233704830	30853268	710677853	3.75942
GCF_002078875.1_NumMel1.0	Numida meleagris	Aves	Aves	Vertebrate animals	1043264150	28880405	651586469	3.2191
GCF_016700215.1_bGalGal1.pat.whiteleghornlayer.GRCg7w	Gallus gallus	Aves	Aves	Vertebrate animals	953182234	29227192	618588122	3.39996
GCF_000146605.3_Turkey_5.1	Meleagris gallopavo	Aves	Aves	Vertebrate animals	1115474681	26861651	463508513	1.84525
GCF_001522545.3_Parus_major1.1	Parus major	Aves	Aves	Vertebrate animals	1020310769	27427502	570285686	3.08324
GCF_003957555.1_bCalAnn1_v1.p	Calypte anna	Aves	Aves	Vertebrate animals	1059687259	26878017	516828588	2.10503
GCF_004115215.2_mOrnAna1.pri.v4	Ornithorhynchus anatinus	Mammals	Mammals	Vertebrate animals	1859281927	32172991	950696141	2.49658
GCF_015852505.1_mTacAcu1.pri	Tachyglossus aculeatus	Mammals	Mammals	Vertebrate animals	2213004214	32872687	1008703716	1.96554
GCF_902635505.1_mSarHar1.11	Sarcophilus harrisii	Mammals	Mammals	Vertebrate animals	3086674442	35281564	1298047186	2.78203
